Sample,Coal,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,SrO,BaO,Na2O,K2O,sSiO2,sTiO2,sAl2O3,sFe2O3,sMnO,sMgO,sCaO,sSrO,sBaO,sNa2O,sK2O,Si,Ti,Al,Fe3,Mn,Mg,Ca,Sr,Ba,Na,K,Sum,sSi,sTi,sAl,sFe3,sMn,sMg,sCa,sSr,sBa,sNa,sK,An,Ab,Or,Cn
TR13-1,Null,62.76,0.06,19.65,0.06,0.06,0.01,0.29,0.36,1.89,2.58,12.47,0.21,0.03,0.11,0.06,0.05,0.01,0.03,0.04,0.10,0.08,0.13,2.916,0.002,1.076,0.002,0.002,0.001,0.014,0.010,0.034,0.232,0.739,5.029,0.010,0.002,0.011,0.004,0.004,0.001,0.003,0.002,0.004,0.014,0.015,0.014,0.228,0.724,0.034
TR13-1,Null,62.80,0.02,19.76,0.06,0.05,0.01,0.25,0.04,3.42,3.67,9.71,0.21,0.03,0.11,0.05,0.05,0.01,0.03,0.03,0.12,0.09,0.12,2.920,0.001,1.083,0.002,0.002,0.001,0.012,0.001,0.062,0.331,0.576,4.990,0.010,0.002,0.011,0.003,0.004,0.001,0.003,0.002,0.004,0.016,0.014,0.013,0.337,0.587,0.063
TR13-1,Null,63.48,0.02,20.35,0.06,0.05,0.01,0.17,0.04,3.88,3.91,9.88,0.21,0.03,0.11,0.06,0.00,0.01,0.02,0.04,0.12,0.09,0.11,2.904,0.001,1.097,0.002,0.002,0.001,0.008,0.001,0.070,0.347,0.576,5.008,0.010,0.002,0.011,0.004,0.000,0.001,0.002,0.002,0.004,0.016,0.013,0.008,0.346,0.576,0.069
TR13-1,Null,64.77,0.02,19.39,0.15,0.05,0.01,0.15,0.04,1.20,3.89,11.64,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.03,0.08,0.09,0.12,2.945,0.001,1.039,0.005,0.002,0.001,0.007,0.001,0.021,0.343,0.675,5.041,0.010,0.002,0.011,0.004,0.004,0.001,0.002,0.002,0.003,0.016,0.014,0.007,0.328,0.645,0.020
TR13-1,Null,64.46,0.02,19.71,0.05,0.05,0.01,0.15,0.04,2.59,4.02,9.80,0.21,0.02,0.11,0.05,0.05,0.02,0.02,0.04,0.11,0.09,0.11,2.943,0.001,1.060,0.002,0.002,0.001,0.007,0.001,0.046,0.356,0.571,4.989,0.010,0.001,0.011,0.003,0.004,0.003,0.002,0.002,0.004,0.016,0.013,0.007,0.363,0.582,0.047
TR13-1,Null,64.80,0.02,19.84,0.05,0.05,0.01,0.15,0.04,1.81,3.12,11.35,0.21,0.00,0.11,0.06,0.00,0.02,0.02,0.03,0.09,0.08,0.12,2.946,0.001,1.063,0.002,0.002,0.001,0.007,0.001,0.032,0.275,0.658,4.988,0.009,0.000,0.011,0.004,0.000,0.003,0.002,0.002,0.003,0.014,0.014,0.008,0.283,0.677,0.033
TR13-1,Null,65.77,0.02,18.71,0.05,0.05,0.01,0.15,0.04,0.07,3.05,12.84,0.21,0.00,0.11,0.07,0.05,0.01,0.02,0.03,0.00,0.08,0.13,2.988,0.001,1.002,0.002,0.002,0.001,0.007,0.001,0.001,0.269,0.744,5.016,0.010,0.000,0.011,0.005,0.004,0.001,0.002,0.002,0.000,0.014,0.015,0.007,0.263,0.729,0.001
TR13-1,Null,65.98,0.02,19.44,0.06,0.05,0.01,0.18,0.04,1.83,3.86,10.14,0.21,0.03,0.11,0.05,0.05,0.01,0.02,0.04,0.09,0.09,0.12,2.972,0.001,1.032,0.002,0.002,0.001,0.009,0.001,0.032,0.337,0.583,4.970,0.010,0.002,0.011,0.003,0.004,0.001,0.002,0.002,0.003,0.015,0.014,0.009,0.351,0.606,0.034
TR13-1,Null,60.76,0.02,20.19,0.05,0.05,0.01,0.19,0.04,3.16,4.04,10.11,0.21,0.03,0.11,0.06,0.05,0.01,0.02,0.03,0.11,0.09,0.12,2.873,0.001,1.125,0.002,0.002,0.001,0.010,0.001,0.059,0.370,0.610,5.053,0.010,0.002,0.011,0.004,0.004,0.001,0.002,0.002,0.004,0.016,0.014,0.009,0.353,0.582,0.056
TR13-1,Null,63.92,0.02,20.67,0.06,0.05,0.01,0.25,0.04,3.01,3.79,9.53,0.21,0.02,0.11,0.06,0.04,0.00,0.03,0.03,0.11,0.09,0.11,2.909,0.001,1.109,0.002,0.002,0.001,0.012,0.001,0.054,0.334,0.553,4.978,0.010,0.001,0.011,0.004,0.003,0.000,0.003,0.002,0.004,0.016,0.013,0.013,0.351,0.580,0.056
TR13-1,Null,62.50,0.05,20.78,0.05,0.05,0.01,0.21,0.04,2.69,4.00,9.88,0.21,0.02,0.11,0.06,0.00,0.00,0.02,0.03,0.11,0.09,0.11,2.883,0.002,1.130,0.002,0.002,0.001,0.010,0.001,0.049,0.358,0.581,5.019,0.010,0.001,0.011,0.004,0.000,0.000,0.002,0.002,0.004,0.016,0.013,0.010,0.358,0.582,0.049
TR13-1,Null,64.86,0.02,20.10,0.05,0.05,0.01,0.25,0.04,1.64,4.19,10.07,0.21,0.03,0.11,0.05,0.04,0.01,0.03,0.03,0.09,0.09,0.12,2.935,0.001,1.072,0.002,0.002,0.001,0.012,0.001,0.029,0.368,0.581,5.002,0.010,0.002,0.011,0.003,0.003,0.001,0.003,0.002,0.003,0.016,0.014,0.012,0.371,0.587,0.029
TR13-1,Null,62.66,0.02,20.35,0.17,0.05,0.01,0.29,0.04,3.56,3.80,9.46,0.21,0.03,0.11,0.06,0.05,0.02,0.03,0.04,0.12,0.09,0.11,2.897,0.001,1.109,0.006,0.002,0.001,0.014,0.001,0.064,0.341,0.558,4.994,0.010,0.002,0.011,0.004,0.004,0.003,0.003,0.002,0.004,0.016,0.013,0.015,0.348,0.571,0.066
TR13-1,Null,64.73,0.08,20.11,0.20,0.05,0.01,0.35,0.04,1.07,5.46,9.12,0.21,0.03,0.11,0.06,0.04,0.01,0.03,0.03,0.08,0.11,0.11,2.920,0.003,1.069,0.007,0.002,0.001,0.017,0.001,0.019,0.478,0.525,5.040,0.010,0.002,0.011,0.004,0.003,0.001,0.003,0.002,0.003,0.019,0.013,0.016,0.460,0.506,0.018
TR13-1,Null,64.37,0.02,20.01,0.05,0.05,0.01,0.21,0.04,2.07,4.31,10.00,0.21,0.03,0.11,0.05,0.04,0.02,0.02,0.03,0.10,0.10,0.12,2.928,0.001,1.073,0.002,0.002,0.001,0.010,0.001,0.037,0.380,0.580,5.014,0.010,0.002,0.011,0.003,0.003,0.003,0.002,0.002,0.004,0.017,0.014,0.010,0.377,0.576,0.037
TR13-1,Null,63.51,0.02,20.62,0.06,0.10,0.01,0.20,0.04,3.25,3.77,9.45,0.21,0.03,0.11,0.07,0.04,0.01,0.02,0.03,0.12,0.09,0.11,2.906,0.001,1.112,0.002,0.004,0.001,0.010,0.001,0.058,0.334,0.551,4.980,0.010,0.002,0.011,0.005,0.003,0.001,0.002,0.002,0.004,0.016,0.013,0.010,0.351,0.578,0.061
TR13-1,Null,62.35,0.02,20.10,0.06,0.05,0.01,0.22,0.04,3.11,2.96,10.86,0.21,0.02,0.11,0.06,0.05,0.00,0.02,0.04,0.11,0.08,0.12,2.906,0.001,1.104,0.002,0.002,0.001,0.011,0.001,0.057,0.267,0.646,4.997,0.010,0.001,0.011,0.004,0.004,0.000,0.002,0.002,0.004,0.014,0.014,0.011,0.273,0.658,0.058
TR13-1,Null,64.25,0.02,19.64,0.06,0.05,0.01,0.19,0.04,2.12,3.64,10.28,0.21,0.03,0.11,0.06,0.04,0.00,0.02,0.03,0.10,0.09,0.12,2.945,0.001,1.061,0.002,0.002,0.001,0.009,0.001,0.038,0.323,0.601,4.985,0.010,0.002,0.011,0.004,0.003,0.000,0.002,0.002,0.004,0.016,0.014,0.010,0.333,0.618,0.039
TR13-1,Null,63.50,0.02,19.53,0.06,0.05,0.01,0.18,0.04,2.07,3.95,10.46,0.21,0.03,0.11,0.07,0.00,0.01,0.02,0.03,0.10,0.09,0.12,2.933,0.001,1.063,0.002,0.002,0.001,0.009,0.001,0.037,0.354,0.616,5.019,0.010,0.002,0.011,0.005,0.000,0.001,0.002,0.002,0.004,0.016,0.014,0.009,0.348,0.606,0.037
TR13-1,Null,65.89,0.02,19.76,0.05,0.12,0.01,0.31,0.04,0.54,5.67,9.15,0.21,0.02,0.11,0.06,0.05,0.01,0.03,0.03,0.07,0.11,0.11,2.948,0.001,1.042,0.002,0.005,0.001,0.015,0.001,0.009,0.492,0.522,5.037,0.010,0.001,0.011,0.004,0.004,0.001,0.003,0.002,0.002,0.019,0.012,0.014,0.474,0.503,0.009
TR13-2,Null,65.51,0.06,19.65,0.17,0.06,0.01,0.15,0.13,1.25,2.99,11.80,0.21,0.03,0.11,0.07,0.06,0.00,0.02,0.04,0.08,0.08,0.13,2.957,0.002,1.045,0.006,0.002,0.001,0.007,0.003,0.022,0.262,0.679,4.986,0.010,0.002,0.011,0.005,0.005,0.000,0.002,0.002,0.003,0.014,0.015,0.007,0.270,0.700,0.023
TR13-2,Null,65.03,0.02,19.54,0.15,0.06,0.01,0.14,0.12,0.61,3.29,12.31,0.21,0.02,0.11,0.07,0.05,0.01,0.02,0.04,0.07,0.08,0.13,2.950,0.001,1.045,0.005,0.002,0.001,0.007,0.003,0.011,0.289,0.712,5.025,0.010,0.001,0.011,0.005,0.004,0.001,0.002,0.002,0.002,0.014,0.015,0.007,0.284,0.699,0.011
TR13-2,Null,65.41,0.02,20.16,0.07,0.05,0.01,0.47,0.04,2.57,4.92,8.10,0.21,0.03,0.11,0.07,0.00,0.02,0.03,0.04,0.11,0.10,0.10,2.938,0.001,1.067,0.002,0.002,0.001,0.023,0.001,0.045,0.428,0.464,4.973,0.010,0.002,0.011,0.005,0.000,0.003,0.003,0.002,0.004,0.017,0.011,0.024,0.446,0.483,0.047
TR13-2,Null,64.22,0.02,18.76,0.06,0.06,0.01,0.16,0.08,0.81,3.75,10.53,0.21,0.00,0.11,0.06,0.05,0.01,0.02,0.04,0.07,0.09,0.12,2.976,0.001,1.024,0.002,0.002,0.001,0.008,0.002,0.015,0.337,0.622,4.990,0.010,0.000,0.011,0.004,0.004,0.001,0.002,0.002,0.003,0.016,0.014,0.008,0.343,0.634,0.015
TR13-2,Null,65.52,0.02,19.46,0.06,0.06,0.01,0.14,0.04,0.54,3.16,12.02,0.21,0.03,0.11,0.06,0.06,0.02,0.02,0.04,0.06,0.08,0.13,2.966,0.001,1.038,0.002,0.002,0.001,0.007,0.001,0.010,0.277,0.694,4.999,0.010,0.002,0.011,0.004,0.005,0.003,0.002,0.002,0.002,0.014,0.015,0.007,0.281,0.703,0.010
TR13-2,Null,67.00,0.02,19.72,0.07,0.06,0.01,0.16,0.04,0.06,4.64,9.75,0.22,0.03,0.11,0.07,0.06,0.01,0.02,0.03,0.00,0.10,0.11,2.978,0.001,1.033,0.002,0.002,0.001,0.008,0.001,0.001,0.400,0.553,4.980,0.010,0.002,0.011,0.005,0.005,0.001,0.002,0.002,0.000,0.017,0.012,0.008,0.416,0.575,0.001
TR13-2,Null,65.35,0.02,20.15,0.31,0.06,0.01,0.58,0.04,1.23,4.32,9.83,0.21,0.03,0.11,0.07,0.06,0.02,0.03,0.03,0.08,0.10,0.11,2.931,0.001,1.065,0.010,0.002,0.001,0.028,0.001,0.022,0.376,0.562,4.999,0.010,0.002,0.011,0.005,0.005,0.003,0.003,0.002,0.003,0.017,0.013,0.028,0.380,0.570,0.022
TR13-2,Null,64.76,0.02,20.19,0.19,0.16,0.01,0.13,0.10,0.68,3.29,12.09,0.21,0.03,0.11,0.07,0.05,0.01,0.02,0.03,0.07,0.08,0.13,2.928,0.001,1.076,0.006,0.006,0.001,0.006,0.003,0.012,0.288,0.697,5.024,0.010,0.002,0.011,0.005,0.004,0.001,0.002,0.002,0.002,0.014,0.015,0.006,0.287,0.694,0.012
TR13-2,Null,64.15,0.02,20.56,0.07,0.06,0.01,0.12,0.04,0.98,2.94,12.42,0.21,0.03,0.11,0.07,0.06,0.00,0.02,0.03,0.08,0.08,0.13,2.914,0.001,1.101,0.002,0.002,0.001,0.006,0.001,0.017,0.259,0.720,5.023,0.010,0.002,0.011,0.005,0.005,0.000,0.002,0.002,0.003,0.014,0.015,0.006,0.258,0.718,0.017
TR13-2,Null,62.56,0.08,20.13,0.25,0.06,0.01,0.45,0.04,2.89,4.31,8.95,0.21,0.03,0.11,0.07,0.04,0.01,0.03,0.00,0.11,0.10,0.11,2.898,0.003,1.099,0.009,0.002,0.001,0.022,0.001,0.052,0.387,0.529,5.003,0.010,0.002,0.011,0.005,0.003,0.001,0.003,0.000,0.004,0.018,0.013,0.023,0.391,0.534,0.053
TR13-2,Null,64.84,0.02,19.93,0.24,0.06,0.01,0.12,0.08,0.90,3.10,12.09,0.21,0.02,0.11,0.07,0.04,0.02,0.02,0.04,0.07,0.08,0.13,2.939,0.001,1.064,0.008,0.002,0.001,0.006,0.002,0.016,0.272,0.699,5.010,0.010,0.001,0.011,0.005,0.003,0.003,0.002,0.002,0.002,0.014,0.015,0.006,0.274,0.704,0.016
TR13-2,Null,64.00,0.02,20.38,0.07,0.06,0.01,0.28,0.04,1.06,4.11,10.26,0.21,0.03,0.11,0.07,0.00,0.01,0.03,0.03,0.08,0.09,0.12,2.918,0.001,1.095,0.002,0.002,0.001,0.014,0.001,0.019,0.363,0.597,5.013,0.010,0.002,0.011,0.005,0.000,0.001,0.003,0.002,0.003,0.016,0.014,0.014,0.366,0.601,0.019
TR13-3,MCZl,64.96,0.02,19.07,0.07,0.10,0.01,0.14,0.09,1.17,2.67,12.50,0.21,0.03,0.11,0.07,0.09,0.02,0.02,0.04,0.09,0.07,0.13,2.969,0.001,1.027,0.002,0.004,0.001,0.007,0.002,0.021,0.237,0.729,4.999,0.010,0.002,0.011,0.005,0.007,0.003,0.002,0.002,0.003,0.012,0.015,0.007,0.238,0.734,0.021
TR13-3,MCZl,64.34,0.02,19.93,0.07,0.10,0.01,0.10,0.04,1.32,2.42,12.41,0.21,0.02,0.11,0.07,0.09,0.01,0.02,0.03,0.09,0.07,0.13,2.941,0.001,1.074,0.002,0.004,0.001,0.005,0.001,0.024,0.214,0.724,4.990,0.010,0.001,0.011,0.005,0.007,0.001,0.002,0.002,0.003,0.012,0.015,0.005,0.222,0.749,0.024
TR13-3,MCZl,64.94,0.02,19.33,0.19,0.09,0.01,0.09,0.11,1.48,2.71,12.14,0.21,0.03,0.11,0.07,0.09,0.01,0.02,0.04,0.09,0.08,0.13,2.960,0.001,1.038,0.007,0.003,0.001,0.004,0.003,0.026,0.239,0.706,4.989,0.010,0.002,0.011,0.005,0.007,0.001,0.002,0.002,0.003,0.014,0.015,0.005,0.245,0.723,0.027
TR13-3,MCZl,64.27,0.05,19.76,0.21,0.09,0.01,0.25,0.21,0.82,3.14,12.33,0.21,0.02,0.11,0.07,0.08,0.01,0.03,0.04,0.08,0.08,0.13,2.930,0.002,1.062,0.007,0.003,0.001,0.012,0.006,0.015,0.278,0.717,5.031,0.010,0.001,0.011,0.005,0.006,0.001,0.003,0.002,0.003,0.014,0.015,0.012,0.272,0.702,0.014
TR13-3,MCZl,64.48,0.02,19.50,0.06,0.18,0.01,0.11,0.04,0.74,2.93,12.38,0.21,0.02,0.11,0.06,0.09,0.02,0.02,0.04,0.08,0.08,0.13,2.950,0.001,1.051,0.002,0.007,0.001,0.005,0.001,0.013,0.260,0.722,5.014,0.010,0.001,0.011,0.004,0.007,0.003,0.002,0.002,0.003,0.014,0.015,0.005,0.260,0.722,0.013
TR13-3,MCZl,64.90,0.02,19.19,0.06,0.09,0.01,0.10,0.04,0.56,3.13,12.41,0.21,0.02,0.11,0.07,0.08,0.01,0.02,0.04,0.07,0.08,0.13,2.963,0.001,1.033,0.002,0.003,0.001,0.005,0.001,0.010,0.277,0.723,5.019,0.010,0.001,0.011,0.005,0.006,0.001,0.002,0.002,0.003,0.014,0.015,0.005,0.273,0.712,0.010
TR13-3,MCZl,64.45,0.02,22.45,0.17,0.09,0.03,3.05,0.18,0.07,9.68,0.91,0.21,0.03,0.12,0.06,0.09,0.01,0.07,0.04,0.00,0.14,0.04,2.828,0.001,1.161,0.006,0.003,0.002,0.143,0.005,0.001,0.824,0.051,5.025,0.010,0.002,0.011,0.004,0.007,0.001,0.007,0.002,0.000,0.023,0.004,0.141,0.808,0.050,0.001
TR13-3,MCZl,64.75,0.02,20.19,0.17,0.08,0.01,0.09,0.04,1.39,3.21,12.13,0.21,0.04,0.11,0.06,0.07,0.01,0.02,0.04,0.09,0.08,0.13,2.926,0.001,1.075,0.006,0.003,0.001,0.004,0.001,0.025,0.281,0.699,5.023,0.010,0.003,0.011,0.004,0.005,0.001,0.002,0.002,0.003,0.014,0.015,0.004,0.279,0.693,0.024
TR13-3,MCZl,63.46,0.02,19.54,0.06,0.08,0.01,0.10,0.17,1.51,3.21,11.93,0.21,0.03,0.11,0.06,0.09,0.01,0.02,0.04,0.09,0.08,0.13,2.932,0.001,1.064,0.002,0.003,0.001,0.005,0.005,0.027,0.288,0.703,5.030,0.010,0.002,0.011,0.004,0.007,0.001,0.002,0.002,0.003,0.014,0.015,0.005,0.281,0.687,0.027
TR13-3,MCZl,64.00,0.02,19.41,0.06,0.08,0.01,0.08,0.04,1.06,2.86,12.26,0.21,0.02,0.11,0.07,0.07,0.02,0.02,0.04,0.08,0.08,0.13,2.949,0.001,1.054,0.002,0.003,0.001,0.004,0.001,0.019,0.256,0.721,5.010,0.010,0.001,0.011,0.005,0.005,0.003,0.002,0.002,0.003,0.014,0.015,0.004,0.256,0.721,0.019
TR13-3,MCZl,64.24,0.02,19.59,0.07,0.08,0.01,0.14,0.13,1.47,3.25,12.53,0.21,0.04,0.11,0.06,0.08,0.02,0.02,0.04,0.09,0.08,0.13,2.933,0.001,1.054,0.002,0.003,0.001,0.007,0.003,0.026,0.288,0.730,5.047,0.010,0.003,0.011,0.004,0.006,0.003,0.002,0.002,0.003,0.014,0.015,0.007,0.274,0.695,0.025
TR13-3,MCZl,64.33,0.02,19.58,0.06,0.10,0.01,0.10,0.09,0.77,2.95,12.40,0.21,0.03,0.11,0.07,0.09,0.00,0.02,0.04,0.08,0.08,0.13,2.946,0.001,1.057,0.002,0.004,0.001,0.005,0.002,0.014,0.262,0.724,5.017,0.010,0.002,0.011,0.005,0.007,0.000,0.002,0.002,0.003,0.014,0.015,0.005,0.261,0.721,0.014
TR13-3,MCZl,63.84,0.02,19.54,0.06,0.23,0.01,0.09,0.04,0.93,3.04,12.61,0.21,0.04,0.11,0.06,0.08,0.02,0.02,0.03,0.08,0.08,0.13,2.935,0.001,1.059,0.002,0.009,0.001,0.004,0.001,0.017,0.271,0.740,5.039,0.010,0.003,0.011,0.004,0.006,0.003,0.002,0.002,0.003,0.014,0.015,0.004,0.263,0.717,0.016
TR13-3,MCZl,64.12,0.02,19.52,0.06,0.09,0.01,0.14,0.10,1.06,2.91,12.12,0.21,0.03,0.11,0.06,0.08,0.00,0.02,0.04,0.08,0.08,0.13,2.946,0.001,1.057,0.002,0.004,0.001,0.007,0.003,0.019,0.259,0.710,5.008,0.010,0.002,0.011,0.004,0.006,0.000,0.002,0.002,0.003,0.014,0.015,0.007,0.260,0.714,0.019
TR13-3,MCZl,63.52,0.02,18.85,0.06,0.09,0.01,0.13,0.09,1.13,2.97,12.33,0.21,0.03,0.11,0.07,0.08,0.01,0.02,0.04,0.08,0.08,0.13,2.956,0.001,1.034,0.002,0.004,0.001,0.006,0.002,0.021,0.268,0.732,5.026,0.010,0.002,0.011,0.005,0.006,0.001,0.002,0.002,0.003,0.014,0.015,0.006,0.261,0.713,0.020
TR13-3,MCZl,62.84,0.02,19.76,0.06,0.08,0.01,0.10,0.04,1.28,2.78,12.14,0.21,0.02,0.11,0.07,0.07,0.02,0.02,0.04,0.09,0.08,0.13,2.925,0.001,1.084,0.002,0.003,0.001,0.005,0.001,0.023,0.251,0.721,5.017,0.010,0.001,0.011,0.005,0.006,0.003,0.002,0.002,0.003,0.014,0.015,0.005,0.251,0.721,0.023
TR13-3,MCZl,63.62,0.02,19.28,0.06,0.09,0.01,0.12,0.08,1.15,3.14,12.26,0.21,0.03,0.11,0.06,0.06,0.01,0.02,0.04,0.08,0.08,0.13,2.942,0.001,1.051,0.002,0.004,0.001,0.006,0.002,0.021,0.282,0.723,5.033,0.010,0.002,0.011,0.004,0.005,0.001,0.002,0.002,0.003,0.014,0.015,0.006,0.273,0.701,0.020
TR13-3,MCZl,63.40,0.02,19.71,0.06,0.09,0.01,0.05,0.08,1.22,2.90,12.36,0.21,0.03,0.11,0.08,0.09,0.01,0.02,0.04,0.09,0.08,0.13,2.930,0.001,1.073,0.002,0.004,0.001,0.002,0.002,0.022,0.260,0.729,5.026,0.010,0.002,0.011,0.006,0.007,0.001,0.002,0.002,0.003,0.014,0.015,0.002,0.256,0.719,0.022
U-11,MCZu,61.51,0.07,19.80,0.05,0.08,0.01,0.21,0.04,1.56,2.55,12.82,0.21,0.03,0.11,0.06,0.07,0.02,0.02,0.03,0.09,0.08,0.13,2.898,0.002,1.100,0.002,0.003,0.001,0.011,0.001,0.029,0.233,0.771,5.050,0.010,0.002,0.011,0.004,0.006,0.003,0.002,0.002,0.003,0.014,0.016,0.010,0.223,0.739,0.028
U-11,MCZu,62.15,0.02,19.45,0.06,0.08,0.01,0.17,0.04,1.32,3.03,12.15,0.21,0.03,0.11,0.06,0.07,0.01,0.02,0.04,0.08,0.08,0.13,2.920,0.001,1.077,0.002,0.003,0.001,0.009,0.001,0.024,0.276,0.728,5.042,0.010,0.002,0.011,0.004,0.006,0.001,0.002,0.002,0.003,0.014,0.015,0.008,0.266,0.702,0.023
U-11,MCZu,64.64,0.02,19.20,0.06,0.08,0.01,0.09,0.04,1.28,2.43,12.67,0.21,0.00,0.11,0.06,0.08,0.00,0.02,0.03,0.08,0.07,0.13,2.964,0.001,1.038,0.002,0.003,0.001,0.004,0.001,0.023,0.216,0.741,4.994,0.010,0.000,0.011,0.004,0.006,0.000,0.002,0.002,0.003,0.012,0.015,0.004,0.219,0.753,0.023
U-11,MCZu,63.17,0.02,19.73,0.05,0.09,0.01,0.18,0.04,1.55,2.83,12.31,0.21,0.00,0.11,0.05,0.15,0.02,0.02,0.04,0.09,0.08,0.13,2.924,0.001,1.076,0.002,0.004,0.001,0.009,0.001,0.028,0.254,0.727,5.026,0.011,0.000,0.011,0.003,0.012,0.003,0.002,0.002,0.003,0.014,0.015,0.009,0.250,0.714,0.028
U-11,MCZu,63.50,0.02,19.21,0.06,0.08,0.01,0.16,0.04,1.40,2.95,12.54,0.21,0.05,0.11,0.05,0.07,0.01,0.02,0.04,0.08,0.08,0.13,2.941,0.001,1.048,0.002,0.003,0.001,0.008,0.001,0.025,0.265,0.741,5.036,0.010,0.003,0.011,0.003,0.005,0.001,0.002,0.002,0.003,0.014,0.015,0.008,0.255,0.713,0.024
U-11,MCZu,63.56,0.02,19.42,0.06,0.08,0.01,0.15,0.04,1.24,2.76,11.68,0.21,0.03,0.11,0.06,0.08,0.02,0.02,0.04,0.08,0.08,0.12,2.949,0.001,1.062,0.002,0.003,0.001,0.007,0.001,0.023,0.248,0.691,4.988,0.010,0.002,0.011,0.004,0.006,0.003,0.002,0.002,0.003,0.014,0.014,0.008,0.256,0.713,0.023
U-11,MCZu,63.51,0.02,19.47,0.06,0.08,0.01,0.17,0.04,1.90,2.77,12.44,0.21,0.02,0.11,0.06,0.09,0.00,0.02,0.03,0.10,0.08,0.13,2.934,0.001,1.060,0.002,0.003,0.001,0.008,0.001,0.034,0.248,0.733,5.025,0.010,0.001,0.011,0.004,0.007,0.000,0.002,0.002,0.004,0.014,0.015,0.008,0.242,0.716,0.034
U-11,MCZu,63.77,0.02,19.65,0.05,0.09,0.01,0.16,0.04,1.46,3.17,12.47,0.21,0.02,0.11,0.06,0.07,0.02,0.02,0.03,0.09,0.08,0.13,2.928,0.001,1.063,0.002,0.003,0.001,0.008,0.001,0.026,0.282,0.730,5.045,0.010,0.001,0.011,0.004,0.005,0.003,0.002,0.002,0.003,0.014,0.015,0.008,0.270,0.698,0.025
U-11,MCZu,64.37,0.02,19.57,0.06,0.08,0.01,0.15,0.04,0.43,3.07,12.82,0.21,0.02,0.11,0.06,0.07,0.00,0.02,0.03,0.06,0.08,0.13,2.942,0.001,1.054,0.002,0.003,0.001,0.007,0.001,0.008,0.272,0.747,5.039,0.010,0.001,0.011,0.004,0.005,0.000,0.002,0.002,0.002,0.014,0.015,0.007,0.263,0.722,0.007
U-11,MCZu,64.86,0.02,19.03,0.05,0.08,0.01,0.14,0.04,0.34,3.15,12.82,0.21,0.00,0.11,0.05,0.07,0.00,0.02,0.03,0.06,0.08,0.13,2.964,0.001,1.025,0.002,0.003,0.001,0.007,0.001,0.006,0.279,0.747,5.035,0.010,0.000,0.011,0.003,0.005,0.000,0.002,0.002,0.002,0.014,0.015,0.007,0.269,0.719,0.006
U-11,MCZu,64.47,0.02,19.56,0.06,0.08,0.01,0.14,0.04,1.26,2.91,12.64,0.21,0.02,0.11,0.00,0.08,0.00,0.02,0.03,0.08,0.08,0.13,2.943,0.001,1.052,0.002,0.003,0.001,0.007,0.001,0.023,0.258,0.736,5.026,0.010,0.001,0.011,0.000,0.006,0.000,0.002,0.002,0.003,0.014,0.015,0.007,0.252,0.720,0.022
U-11,MCZu,63.07,0.02,19.37,0.05,0.08,0.01,0.15,0.04,1.85,2.66,12.01,0.21,0.00,0.11,0.06,0.08,0.01,0.02,0.03,0.09,0.08,0.13,2.939,0.001,1.064,0.002,0.003,0.001,0.007,0.001,0.034,0.240,0.714,5.005,0.010,0.000,0.011,0.004,0.006,0.001,0.002,0.002,0.003,0.014,0.015,0.008,0.241,0.717,0.034
U-11,MCZu,62.64,0.02,19.89,0.05,0.07,0.01,0.21,0.04,2.61,2.73,11.80,0.21,0.03,0.11,0.06,0.12,0.01,0.02,0.04,0.11,0.08,0.13,2.913,0.001,1.090,0.002,0.003,0.001,0.010,0.001,0.048,0.246,0.700,5.014,0.010,0.002,0.011,0.004,0.009,0.001,0.002,0.002,0.004,0.014,0.015,0.010,0.245,0.697,0.047
U-11,MCZu,64.30,0.02,19.37,0.05,0.09,0.01,0.04,0.04,1.06,3.18,12.97,0.21,0.02,0.11,0.05,0.08,0.01,0.02,0.03,0.08,0.08,0.13,2.942,0.001,1.044,0.002,0.003,0.001,0.002,0.001,0.019,0.282,0.757,5.054,0.010,0.001,0.011,0.003,0.006,0.001,0.002,0.002,0.003,0.014,0.015,0.002,0.266,0.714,0.018
U-11,MCZu,64.46,0.05,19.43,0.06,0.08,0.01,0.14,0.04,1.15,2.89,12.46,0.21,0.02,0.11,0.07,0.13,0.02,0.02,0.03,0.08,0.08,0.13,2.949,0.002,1.048,0.002,0.003,0.001,0.007,0.001,0.021,0.256,0.727,5.016,0.010,0.001,0.011,0.005,0.010,0.003,0.002,0.002,0.003,0.014,0.015,0.007,0.254,0.719,0.020
U-11,MCZu,64.09,0.02,19.10,0.06,0.08,0.01,0.15,0.04,1.19,3.00,12.55,0.21,0.03,0.11,0.07,0.07,0.00,0.02,0.03,0.08,0.08,0.13,2.952,0.001,1.037,0.002,0.003,0.001,0.007,0.001,0.021,0.268,0.737,5.031,0.010,0.002,0.011,0.005,0.005,0.000,0.002,0.002,0.003,0.014,0.015,0.007,0.259,0.713,0.021
U-11,MCZu,64.68,0.02,19.27,0.05,0.08,0.01,0.12,0.04,0.87,2.75,12.71,0.21,0.03,0.11,0.05,0.08,0.01,0.02,0.03,0.07,0.08,0.13,2.959,0.001,1.039,0.002,0.003,0.001,0.006,0.001,0.016,0.244,0.742,5.013,0.010,0.002,0.011,0.003,0.006,0.001,0.002,0.002,0.003,0.014,0.015,0.006,0.242,0.736,0.015
