Sample,Coal,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,SrO,BaO,Na2O,K2O,Total,sSiO2,sTiO2,sAl2O3,sFe2O3,sMnO,sMgO,sCaO,sSrO,sBaO,sNa2O,sK2O,sTotal,Si,Ti,Al,Fe3,Mn,Mg,Ca,Sr,Ba,Na,K,Sum,sSi,sTi,sAl,sFe3,sMn,sMg,sCa,sSr,sBa,sNa,sK,sTotal,An,Ab,Or,Cn,sAn,sAb,sOr,sCn
TR13-2,Null,65.52,0,19.46,0,0,0,0.14,0,0.54,3.16,12.02,100.84,0.21,0.03,0.11,0.06,0.06,0.02,0.02,0.04,0.06,0.08,0.13,0.31,2.969,0,1.039,0,0,0,0.007,0,0.01,0.278,0.695,4.997,0.009,0,0.011,0,0,0,0.002,0,0.002,0.014,0.015,0.03,0.007,0.281,0.703,0.01,0.002,0.011,0.011,0.002
TR13-2,Null,67,0,19.72,0,0,0,0.16,0,0,4.64,9.75,101.27,0.22,0.03,0.11,0.07,0.06,0.01,0.02,0.03,0,0.1,0.11,0.3,2.982,0,1.034,0,0,0,0.008,0,0,0.4,0.554,4.978,0.009,0,0.011,0,0,0,0.002,0,0,0.017,0.013,0.03,0.008,0.416,0.576,0,0.002,0.012,0.012,0
TR13-2,Null,65.35,0,20.15,0.31,0,0,0.58,0,1.23,4.32,9.83,101.77,0.21,0.03,0.11,0.07,0.06,0.02,0.03,0.03,0.08,0.1,0.11,0.32,2.933,0,1.066,0.01,0,0,0.028,0,0.022,0.376,0.563,4.998,0.01,0,0.011,0.005,0,0,0.003,0,0.003,0.016,0.013,0.03,0.028,0.38,0.57,0.022,0.003,0.011,0.011,0.003
TR13-2,Null,64.76,0,20.19,0.19,0.16,0,0.13,0.1,0.68,3.29,12.09,101.59,0.21,0.03,0.11,0.07,0.05,0.01,0.02,0.03,0.07,0.08,0.13,0.31,2.928,0,1.076,0.006,0.006,0,0.006,0.003,0.012,0.288,0.697,5.023,0.01,0,0.011,0.005,0.004,0,0.002,0.002,0.002,0.014,0.015,0.03,0.006,0.287,0.694,0.012,0.002,0.011,0.011,0.002
TR13-2,Null,64.15,0,20.56,0,0,0,0.12,0,0.98,2.94,12.42,101.17,0.21,0.03,0.11,0.07,0.06,0,0.02,0.03,0.08,0.08,0.13,0.31,2.917,0,1.102,0,0,0,0.006,0,0.017,0.259,0.72,5.022,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.006,0.258,0.718,0.017,0.002,0.011,0.011,0.003
TR13-2,Null,62.56,0.08,20.13,0.25,0,0,0.45,0,2.89,4.31,8.95,99.62,0.21,0.03,0.11,0.07,0.04,0.01,0.03,0,0.11,0.1,0.11,0.31,2.9,0.003,1.1,0.009,0,0,0.022,0,0.052,0.387,0.529,5.002,0.01,0.002,0.011,0.005,0,0,0.003,0,0.004,0.017,0.013,0.03,0.023,0.391,0.534,0.053,0.003,0.012,0.011,0.004
TR13-2,Null,64.84,0,19.93,0.24,0,0,0.12,0.08,0.9,3.1,12.09,101.3,0.21,0.02,0.11,0.07,0.04,0.02,0.02,0.04,0.07,0.08,0.13,0.31,2.94,0,1.065,0.008,0,0,0.006,0.002,0.016,0.273,0.699,5.009,0.01,0,0.011,0.005,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.006,0.274,0.704,0.016,0.002,0.011,0.011,0.003
TR13-2,Null,64,0,20.38,0,0,0,0.28,0,1.06,4.11,10.26,100.09,0.21,0.03,0.11,0.07,0,0.01,0.03,0.03,0.08,0.09,0.12,0.31,2.921,0,1.096,0,0,0,0.014,0,0.019,0.364,0.597,5.011,0.009,0,0.011,0,0,0,0.003,0,0.003,0.016,0.014,0.03,0.014,0.366,0.601,0.019,0.003,0.012,0.011,0.003
TR13-3,MCZl,64.96,0,19.07,0,0,0,0.14,0.09,1.17,2.67,12.5,100.6,0.21,0.03,0.11,0.07,0.09,0.02,0.02,0.04,0.09,0.07,0.13,0.32,2.972,0,1.028,0,0,0,0.007,0.002,0.021,0.237,0.73,4.997,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.013,0.015,0.02,0.007,0.238,0.734,0.021,0.002,0.011,0.011,0.003
TR13-3,MCZl,64.34,0,19.93,0,0,0,0.1,0,1.32,2.42,12.41,100.52,0.21,0.02,0.11,0.07,0.09,0.01,0.02,0.03,0.09,0.07,0.13,0.32,2.945,0,1.075,0,0,0,0.005,0,0.024,0.215,0.724,4.987,0.009,0,0.011,0,0,0,0.002,0,0.003,0.013,0.015,0.02,0.005,0.222,0.749,0.024,0.002,0.011,0.011,0.003
TR13-3,MCZl,64.94,0,19.33,0.19,0,0,0.09,0.11,1.48,2.71,12.14,100.99,0.21,0.03,0.11,0.07,0.09,0.01,0.02,0.04,0.09,0.08,0.13,0.32,2.962,0,1.039,0.007,0,0,0.004,0.003,0.026,0.24,0.706,4.988,0.01,0,0.011,0.005,0,0,0.002,0.002,0.003,0.013,0.015,0.03,0.005,0.245,0.723,0.027,0.002,0.011,0.011,0.003
TR13-3,MCZl,64.27,0.05,19.76,0.21,0,0,0.25,0.21,0.82,3.14,12.33,101.04,0.21,0.02,0.11,0.07,0.08,0.01,0.03,0.04,0.08,0.08,0.13,0.32,2.931,0.002,1.062,0.007,0,0,0.012,0.006,0.015,0.278,0.717,5.03,0.01,0.002,0.011,0.005,0,0,0.003,0.002,0.003,0.014,0.015,0.03,0.012,0.272,0.702,0.014,0.003,0.011,0.011,0.003
TR13-3,MCZl,64.48,0,19.5,0,0.18,0,0.11,0,0.74,2.93,12.38,100.32,0.21,0.02,0.11,0.06,0.09,0.02,0.02,0.04,0.08,0.08,0.13,0.32,2.952,0,1.052,0,0.007,0,0.005,0,0.013,0.26,0.723,5.013,0.01,0,0.011,0,0.007,0,0.002,0,0.003,0.014,0.015,0.03,0.005,0.26,0.722,0.013,0.002,0.011,0.011,0.003
TR13-3,MCZl,64.9,0,19.19,0,0,0,0.1,0,0.56,3.13,12.41,100.29,0.21,0.02,0.11,0.07,0.08,0.01,0.02,0.04,0.07,0.08,0.13,0.32,2.967,0,1.034,0,0,0,0.005,0,0.01,0.277,0.724,5.017,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.005,0.273,0.712,0.01,0.002,0.011,0.011,0.003
TR13-3,MCZl,64.45,0,22.45,0.17,0,0.03,3.05,0.18,0,9.68,0.91,100.92,0.21,0.03,0.12,0.06,0.09,0.01,0.07,0.04,0,0.14,0.04,0.31,2.831,0,1.162,0.006,0,0.002,0.144,0.005,0,0.824,0.051,5.023,0.01,0,0.011,0.004,0,0.002,0.006,0.002,0,0.023,0.004,0.03,0.141,0.809,0.05,0,0.006,0.007,0.004,0
TR13-3,MCZl,64.75,0,20.19,0.17,0,0,0.09,0,1.39,3.21,12.13,101.93,0.21,0.04,0.11,0.06,0.07,0.01,0.02,0.04,0.09,0.08,0.13,0.32,2.929,0,1.076,0.006,0,0,0.004,0,0.025,0.281,0.7,5.021,0.01,0,0.011,0.004,0,0,0.002,0,0.003,0.014,0.015,0.03,0.004,0.279,0.693,0.024,0.002,0.011,0.011,0.003
TR13-3,MCZl,63.46,0,19.54,0,0,0,0.1,0.17,1.51,3.21,11.93,99.92,0.21,0.03,0.11,0.06,0.09,0.01,0.02,0.04,0.09,0.08,0.13,0.32,2.935,0,1.065,0,0,0,0.005,0.005,0.027,0.288,0.704,5.028,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.005,0.281,0.687,0.027,0.002,0.011,0.011,0.003
TR13-3,MCZl,64,0,19.41,0,0,0,0.08,0,1.06,2.86,12.26,99.67,0.21,0.02,0.11,0.07,0.07,0.02,0.02,0.04,0.08,0.08,0.13,0.32,2.953,0,1.055,0,0,0,0.004,0,0.019,0.256,0.721,5.008,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.004,0.256,0.721,0.019,0.002,0.011,0.011,0.003
TR13-3,MCZl,64.24,0,19.59,0,0,0,0.14,0.13,1.47,3.25,12.53,101.35,0.21,0.04,0.11,0.06,0.08,0.02,0.02,0.04,0.09,0.08,0.13,0.32,2.936,0,1.055,0,0,0,0.007,0.003,0.026,0.288,0.73,5.046,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.015,0.015,0.03,0.007,0.274,0.695,0.025,0.002,0.011,0.011,0.003
TR13-3,MCZl,64.33,0,19.58,0,0,0,0.1,0.09,0.77,2.95,12.4,100.22,0.21,0.03,0.11,0.07,0.09,0,0.02,0.04,0.08,0.08,0.13,0.32,2.949,0,1.058,0,0,0,0.005,0.002,0.014,0.262,0.725,5.016,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.005,0.261,0.721,0.014,0.002,0.011,0.011,0.003
TR13-3,MCZl,63.84,0,19.54,0,0.23,0,0.09,0,0.93,3.04,12.61,100.28,0.21,0.04,0.11,0.06,0.08,0.02,0.02,0.03,0.08,0.08,0.13,0.32,2.937,0,1.06,0,0.009,0,0.004,0,0.017,0.271,0.74,5.038,0.01,0,0.011,0,0.006,0,0.002,0,0.003,0.014,0.015,0.03,0.004,0.263,0.717,0.016,0.002,0.011,0.011,0.003
TR13-3,MCZl,64.12,0,19.52,0,0,0,0.14,0.1,1.06,2.91,12.12,99.97,0.21,0.03,0.11,0.06,0.08,0,0.02,0.04,0.08,0.08,0.13,0.32,2.949,0,1.058,0,0,0,0.007,0.003,0.019,0.26,0.711,5.007,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.007,0.26,0.714,0.019,0.002,0.011,0.011,0.003
TR13-3,MCZl,63.52,0,18.85,0,0,0,0.13,0.09,1.13,2.97,12.33,99.02,0.21,0.03,0.11,0.07,0.08,0.01,0.02,0.04,0.08,0.08,0.13,0.32,2.959,0,1.035,0,0,0,0.006,0.002,0.021,0.268,0.733,5.024,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.006,0.261,0.713,0.02,0.002,0.011,0.011,0.003
TR13-3,MCZl,62.84,0,19.76,0,0,0,0.1,0,1.28,2.78,12.14,98.9,0.21,0.02,0.11,0.07,0.07,0.02,0.02,0.04,0.09,0.08,0.13,0.32,2.929,0,1.085,0,0,0,0.005,0,0.023,0.251,0.722,5.015,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.005,0.251,0.721,0.023,0.002,0.011,0.011,0.003
TR13-3,MCZl,63.62,0,19.28,0,0,0,0.12,0.08,1.15,3.14,12.26,99.65,0.21,0.03,0.11,0.06,0.06,0.01,0.02,0.04,0.08,0.08,0.13,0.31,2.945,0,1.052,0,0,0,0.006,0.002,0.021,0.282,0.724,5.032,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.006,0.273,0.701,0.02,0.002,0.011,0.011,0.003
TR13-3,MCZl,63.4,0,19.71,0,0,0,0.05,0.08,1.22,2.9,12.36,99.72,0.21,0.03,0.11,0.08,0.09,0.01,0.02,0.04,0.09,0.08,0.13,0.32,2.933,0,1.075,0,0,0,0.002,0.002,0.022,0.26,0.729,5.024,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.002,0.256,0.719,0.022,0.002,0.011,0.011,0.003
U-11,MCZu,61.51,0.07,19.8,0,0,0,0.21,0,1.56,2.55,12.82,98.52,0.21,0.03,0.11,0.06,0.07,0.02,0.02,0.03,0.09,0.08,0.13,0.31,2.901,0.002,1.101,0,0,0,0.011,0,0.029,0.233,0.771,5.048,0.01,0.002,0.011,0,0,0,0.002,0,0.003,0.014,0.016,0.03,0.01,0.223,0.739,0.028,0.002,0.011,0.011,0.003
U-11,MCZu,62.15,0,19.45,0,0,0,0.17,0,1.32,3.03,12.15,98.27,0.21,0.03,0.11,0.06,0.07,0.01,0.02,0.04,0.08,0.08,0.13,0.31,2.924,0,1.078,0,0,0,0.009,0,0.024,0.276,0.729,5.04,0.009,0,0.011,0,0,0,0.002,0,0.003,0.015,0.015,0.03,0.008,0.266,0.702,0.023,0.002,0.011,0.011,0.003
U-11,MCZu,64.64,0,19.2,0,0,0,0.09,0,1.28,2.43,12.67,100.31,0.21,0,0.11,0.06,0.08,0,0.02,0.03,0.08,0.07,0.13,0.31,2.968,0,1.039,0,0,0,0.004,0,0.023,0.216,0.742,4.992,0.009,0,0.011,0,0,0,0.002,0,0.003,0.013,0.015,0.02,0.004,0.219,0.753,0.023,0.002,0.011,0.011,0.003
U-11,MCZu,63.17,0,19.73,0,0,0,0.18,0,1.55,2.83,12.31,99.77,0.21,0,0.11,0.05,0.15,0.02,0.02,0.04,0.09,0.08,0.13,0.34,2.928,0,1.078,0,0,0,0.009,0,0.028,0.254,0.728,5.024,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.009,0.25,0.714,0.028,0.002,0.011,0.011,0.003
U-11,MCZu,63.5,0,19.21,0,0,0,0.16,0,1.4,2.95,12.54,99.76,0.21,0.05,0.11,0.05,0.07,0.01,0.02,0.04,0.08,0.08,0.13,0.31,2.944,0,1.05,0,0,0,0.008,0,0.025,0.265,0.742,5.034,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.008,0.255,0.713,0.024,0.002,0.011,0.011,0.003
U-11,MCZu,63.56,0,19.42,0,0,0,0.15,0,1.24,2.76,11.68,98.81,0.21,0.03,0.11,0.06,0.08,0.02,0.02,0.04,0.08,0.08,0.12,0.31,2.952,0,1.063,0,0,0,0.007,0,0.023,0.249,0.692,4.986,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.008,0.256,0.713,0.023,0.002,0.011,0.012,0.003
U-11,MCZu,63.51,0,19.47,0,0,0,0.17,0,1.9,2.77,12.44,100.26,0.21,0.02,0.11,0.06,0.09,0,0.02,0.03,0.1,0.08,0.13,0.32,2.937,0,1.061,0,0,0,0.008,0,0.034,0.248,0.734,5.023,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.008,0.242,0.716,0.034,0.002,0.011,0.011,0.003
U-11,MCZu,63.77,0,19.65,0,0,0,0.16,0,1.46,3.17,12.47,100.68,0.21,0.02,0.11,0.06,0.07,0.02,0.02,0.03,0.09,0.08,0.13,0.31,2.931,0,1.064,0,0,0,0.008,0,0.026,0.282,0.731,5.043,0.009,0,0.011,0,0,0,0.002,0,0.003,0.015,0.015,0.03,0.008,0.27,0.698,0.025,0.002,0.011,0.011,0.003
U-11,MCZu,64.37,0,19.57,0,0,0,0.15,0,0.43,3.07,12.82,100.41,0.21,0.02,0.11,0.06,0.07,0,0.02,0.03,0.06,0.08,0.13,0.31,2.946,0,1.055,0,0,0,0.007,0,0.008,0.272,0.748,5.037,0.009,0,0.011,0,0,0,0.002,0,0.002,0.014,0.015,0.03,0.007,0.263,0.722,0.007,0.002,0.011,0.011,0.002
U-11,MCZu,64.86,0,19.03,0,0,0,0.14,0,0.34,3.15,12.82,100.34,0.21,0,0.11,0.05,0.07,0,0.02,0.03,0.06,0.08,0.13,0.31,2.967,0,1.026,0,0,0,0.007,0,0.006,0.279,0.748,5.034,0.009,0,0.011,0,0,0,0.002,0,0.002,0.014,0.015,0.03,0.007,0.269,0.719,0.006,0.002,0.011,0.011,0.002
U-11,MCZu,64.47,0,19.56,0,0,0,0.14,0,1.26,2.91,12.64,100.98,0.21,0.02,0.11,0,0.08,0,0.02,0.03,0.08,0.08,0.13,0.31,2.946,0,1.054,0,0,0,0.007,0,0.023,0.258,0.737,5.024,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.007,0.252,0.72,0.022,0.002,0.011,0.011,0.003
U-11,MCZu,63.07,0,19.37,0,0,0,0.15,0,1.85,2.66,12.01,99.11,0.21,0,0.11,0.06,0.08,0.01,0.02,0.03,0.09,0.08,0.13,0.31,2.942,0,1.065,0,0,0,0.007,0,0.034,0.241,0.715,5.003,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.008,0.241,0.717,0.034,0.002,0.011,0.011,0.003
U-11,MCZu,62.64,0,19.89,0,0,0,0.21,0,2.61,2.73,11.8,99.88,0.21,0.03,0.11,0.06,0.12,0.01,0.02,0.04,0.11,0.08,0.13,0.33,2.916,0,1.091,0,0,0,0.01,0,0.048,0.246,0.701,5.012,0.009,0,0.011,0,0,0,0.002,0,0.004,0.014,0.015,0.03,0.01,0.245,0.697,0.047,0.002,0.011,0.011,0.004
U-11,MCZu,64.3,0,19.37,0,0,0,0.04,0,1.06,3.18,12.97,100.92,0.21,0.02,0.11,0.05,0.08,0.01,0.02,0.03,0.08,0.08,0.13,0.31,2.945,0,1.046,0,0,0,0.002,0,0.019,0.282,0.758,5.052,0.009,0,0.011,0,0,0,0.002,0,0.003,0.015,0.015,0.03,0.002,0.266,0.714,0.018,0.002,0.011,0.011,0.003
U-11,MCZu,64.46,0.05,19.43,0,0,0,0.14,0,1.15,2.89,12.46,100.58,0.21,0.02,0.11,0.07,0.13,0.02,0.02,0.03,0.08,0.08,0.13,0.33,2.952,0.002,1.049,0,0,0,0.007,0,0.021,0.257,0.728,5.014,0.009,0.002,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.007,0.254,0.719,0.02,0.002,0.011,0.011,0.003
U-11,MCZu,64.09,0,19.1,0,0,0,0.15,0,1.19,3,12.55,100.08,0.21,0.03,0.11,0.07,0.07,0,0.02,0.03,0.08,0.08,0.13,0.31,2.955,0,1.038,0,0,0,0.007,0,0.022,0.268,0.738,5.029,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.007,0.259,0.713,0.021,0.002,0.011,0.011,0.003
U-11,MCZu,64.68,0,19.27,0,0,0,0.12,0,0.87,2.75,12.71,100.4,0.21,0.03,0.11,0.05,0.08,0.01,0.02,0.03,0.07,0.08,0.13,0.31,2.962,0,1.04,0,0,0,0.006,0,0.016,0.244,0.743,5.011,0.009,0,0.011,0,0,0,0.002,0,0.003,0.013,0.015,0.02,0.006,0.242,0.736,0.015,0.002,0.01,0.011,0.003
U-11,MCZu,63.72,0,19.35,0,0,0,0.19,0,1.4,2.62,12.87,100.15,0.21,0.03,0.11,0.06,0.07,0.01,0.02,0.03,0.08,0.08,0.13,0.31,2.944,0,1.054,0,0,0,0.009,0,0.025,0.235,0.759,5.026,0.009,0,0.011,0,0,0,0.002,0,0.003,0.013,0.015,0.02,0.009,0.228,0.738,0.025,0.002,0.01,0.01,0.003
U-11,MCZu,63.86,0,19.07,0,0,0,0.12,0,0.67,2.9,13.21,99.83,0.21,0.03,0.11,0.06,0.08,0.01,0.02,0.04,0.07,0.08,0.13,0.31,2.952,0,1.039,0,0,0,0.006,0,0.012,0.26,0.779,5.048,0.009,0,0.011,0,0,0,0.002,0,0.002,0.014,0.015,0.03,0.006,0.246,0.737,0.011,0.002,0.011,0.011,0.002
U-11,MCZu,62.54,0,19.43,0,0,0,0.13,0,1.64,2.64,12.72,99.1,0.21,0.03,0.11,0.06,0.08,0,0.02,0.03,0.09,0.08,0.13,0.31,2.928,0,1.072,0,0,0,0.007,0,0.03,0.24,0.76,5.036,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.006,0.231,0.733,0.029,0.002,0.011,0.011,0.003
U-11,MCZu,63.09,0,19.28,0,0,0,0.14,0,1.28,2.71,13.1,99.6,0.21,0.03,0.11,0.06,0.13,0.02,0.02,0.03,0.08,0.08,0.13,0.33,2.936,0,1.057,0,0,0,0.007,0,0.023,0.245,0.778,5.046,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.016,0.03,0.007,0.232,0.739,0.022,0.002,0.011,0.011,0.003
U-11,MCZu,62.61,0,19.32,0,0,0,0.18,0,2.34,2.78,12.21,99.44,0.21,0.02,0.11,0.06,0.08,0,0.02,0.04,0.1,0.08,0.13,0.32,2.93,0,1.065,0,0,0,0.009,0,0.043,0.252,0.729,5.028,0.009,0,0.011,0,0,0,0.002,0,0.004,0.014,0.015,0.03,0.009,0.244,0.706,0.042,0.002,0.011,0.011,0.004
U-11,MCZu,63.4,0,19.77,0,0,0,0.16,0,1.71,2.8,12.51,100.35,0.21,0,0.11,0.06,0.07,0,0.02,0.04,0.09,0.08,0.13,0.31,2.927,0,1.076,0,0,0,0.008,0,0.031,0.251,0.737,5.029,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.008,0.244,0.718,0.03,0.002,0.011,0.011,0.003
U-11,MCZu,63.13,0,19.13,0,0,0,0.14,0,1.84,2.82,12.1,99.16,0.21,0.02,0.11,0.06,0.07,0.01,0.02,0.03,0.09,0.08,0.13,0.31,2.947,0,1.052,0,0,0,0.007,0,0.034,0.255,0.72,5.015,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.007,0.251,0.709,0.033,0.002,0.011,0.011,0.003
U-11,MCZu,64.13,0,19.07,0,0,0,0.16,0,1.16,2.77,12.64,99.93,0.21,0.03,0.11,0.06,0.07,0.01,0.02,0.03,0.08,0.08,0.13,0.31,2.96,0,1.037,0,0,0,0.008,0,0.021,0.248,0.744,5.018,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.008,0.243,0.729,0.021,0.002,0.011,0.011,0.003
U-11,MCZu,63.77,0,19.73,0,0,0,0.17,0,1.47,2.33,12.67,100.14,0.21,0.03,0.11,0.07,0.07,0.01,0.02,0.03,0.09,0.07,0.13,0.31,2.94,0,1.072,0,0,0,0.008,0,0.027,0.208,0.745,5.001,0.009,0,0.011,0,0,0,0.002,0,0.003,0.013,0.015,0.02,0.008,0.211,0.754,0.027,0.002,0.011,0.011,0.003
U-11,MCZu,64.31,0.06,19.25,0.13,0,0,0.14,0,1.25,2.6,12.28,100.02,0.21,0.03,0.11,0.06,0.09,0.02,0.02,0.03,0.08,0.08,0.13,0.31,2.959,0.002,1.044,0.005,0,0,0.007,0,0.023,0.232,0.721,4.991,0.01,0.002,0.011,0.004,0,0,0.002,0,0.003,0.013,0.015,0.03,0.007,0.236,0.734,0.023,0.002,0.011,0.011,0.003
U-11,MCZu,63.26,0,18.88,0,0,0,0.14,0,1.5,2.68,12.17,98.63,0.21,0,0.11,0.07,0.08,0.01,0.02,0.03,0.09,0.08,0.13,0.31,2.96,0,1.041,0,0,0,0.007,0,0.027,0.243,0.726,5.005,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.007,0.242,0.723,0.027,0.002,0.011,0.011,0.003
U-11,MCZu,63.52,0,19.49,0.13,0,0,0.16,0,1.72,2.8,12.41,100.23,0.21,0.04,0.11,0.06,0.07,0.01,0.02,0.03,0.09,0.08,0.13,0.31,2.935,0,1.061,0.005,0,0,0.008,0,0.031,0.251,0.732,5.023,0.01,0,0.011,0.004,0,0,0.002,0,0.003,0.014,0.015,0.03,0.008,0.246,0.716,0.03,0.002,0.011,0.011,0.003
U-11,MCZu,64.19,0,18.9,0,0,0,0.18,0,1.14,2.85,12.64,99.9,0.21,0.02,0.11,0.06,0.06,0.02,0.02,0.03,0.08,0.08,0.13,0.31,2.964,0,1.028,0,0,0,0.009,0,0.021,0.255,0.744,5.022,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.009,0.248,0.723,0.02,0.002,0.011,0.011,0.003
U-11,MCZu,64.4,0,19.32,0,0,0,0.14,0,1.33,3.01,12.58,100.78,0.21,0.03,0.11,0.06,0.07,0,0.02,0.04,0.08,0.08,0.13,0.31,2.951,0,1.043,0,0,0,0.007,0,0.024,0.267,0.735,5.028,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.007,0.259,0.712,0.023,0.002,0.011,0.011,0.003
U-11,MCZu,64.38,0,19.05,0,0,0,0.19,0,1.16,2.77,12.35,99.9,0.21,0.04,0.11,0.06,0.09,0.01,0.02,0.03,0.08,0.08,0.13,0.31,2.966,0,1.034,0,0,0,0.009,0,0.021,0.247,0.726,5.004,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.009,0.247,0.723,0.021,0.002,0.011,0.011,0.003
U-11,MCZu,63.76,0,19.52,0.12,0,0,0.12,0,1.61,2.65,12.59,100.37,0.21,0.03,0.11,0.06,0.07,0,0.02,0.04,0.09,0.08,0.13,0.31,2.94,0,1.061,0.004,0,0,0.006,0,0.029,0.237,0.74,5.017,0.009,0,0.011,0.004,0,0,0.002,0,0.003,0.014,0.015,0.03,0.006,0.234,0.731,0.029,0.002,0.011,0.011,0.003
U-11,MCZu,64.56,0,19.69,0,0,0,0.13,0,1.36,2.83,12.31,100.88,0.21,0.02,0.11,0.05,0.07,0.01,0.02,0.04,0.08,0.08,0.13,0.31,2.948,0,1.06,0,0,0,0.006,0,0.024,0.251,0.717,5.006,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.006,0.251,0.718,0.024,0.002,0.011,0.011,0.003
U-11,MCZu,64.36,0,18.79,0.14,0,0,0.12,0,1.1,2.87,12.61,99.99,0.21,0.02,0.11,0.06,0.07,0.01,0.02,0.04,0.08,0.08,0.13,0.31,2.968,0,1.021,0.005,0,0,0.006,0,0.02,0.257,0.742,5.018,0.009,0,0.011,0.004,0,0,0.002,0,0.003,0.014,0.015,0.03,0.006,0.251,0.724,0.019,0.002,0.011,0.011,0.003
U-11,MCZu,64.37,0,19.45,0,0,0,0.16,0,1.19,2.99,12.73,100.89,0.21,0,0.11,0,0.06,0,0.02,0.03,0.08,0.08,0.13,0.3,2.946,0,1.049,0,0,0,0.008,0,0.021,0.265,0.743,5.033,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.008,0.256,0.716,0.021,0.002,0.011,0.011,0.003
U-11,MCZu,63.41,0,19.59,0,0,0,0.15,0,1.41,3.19,12.82,100.57,0.21,0,0.11,0,0.07,0.02,0.02,0.03,0.08,0.08,0.13,0.31,2.925,0,1.065,0,0,0,0.007,0,0.025,0.285,0.754,5.062,0.009,0,0.011,0,0,0,0.002,0,0.003,0.015,0.015,0.03,0.007,0.266,0.703,0.024,0.002,0.011,0.011,0.003
U-11,MCZu,63.23,0,19.3,0,0,0,0.13,0,1.77,2.76,12.27,99.46,0.21,0.03,0.11,0.06,0.13,0.02,0.02,0.03,0.09,0.08,0.13,0.33,2.942,0,1.058,0,0,0,0.006,0,0.032,0.249,0.728,5.017,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.006,0.245,0.717,0.032,0.002,0.011,0.011,0.003
U-11,MCZu,63.13,0,19.23,0.12,0.14,0,0.14,0,1.44,2.82,12.73,99.75,0.21,0.04,0.11,0.06,0.07,0.02,0.02,0.03,0.08,0.08,0.13,0.31,2.935,0,1.054,0.004,0.006,0,0.007,0,0.026,0.254,0.755,5.041,0.01,0,0.011,0.004,0.005,0,0.002,0,0.003,0.014,0.015,0.03,0.007,0.244,0.724,0.025,0.002,0.011,0.011,0.003
U-11,MCZu,63.78,0,19.35,0,0,0,0.18,0,1.11,2.95,12.27,99.64,0.21,0.02,0.11,0.08,0.07,0,0.02,0.03,0.08,0.08,0.13,0.31,2.948,0,1.054,0,0,0,0.009,0,0.02,0.264,0.723,5.019,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.009,0.26,0.711,0.02,0.002,0.011,0.011,0.003
